time,type,traffic_flow
150.6,TCP,771618
150.7,TCP,845151
150.8,TCP,840966
150.9,TCP,790859
151.0,TCP,804392
151.1,TCP,891987
151.2,TCP,807333
151.3,TCP,691766
151.4,TCP,869801
151.5,TCP,850370
151.6,TCP,869263
151.7,TCP,988151
151.8,TCP,744621
151.9,TCP,860942
152.0,TCP,400104
152.1,TCP,256235
152.2,TCP,8768
152.3,TCP,3419
152.4,TCP,4618
152.5,TCP,8514
152.6,TCP,499911
152.7,TCP,246434
152.8,TCP,3703
152.9,TCP,160264
153.0,TCP,841967
153.1,TCP,1064963
153.1,UDP,95
153.2,TCP,791263
153.2,UDP,159
153.3,TCP,778846
153.4,TCP,876071
153.5,TCP,886421
153.6,TCP,851459
153.7,TCP,986409
153.8,TCP,1124473
153.9,TCP,878193
154.0,TCP,751309
154.1,TCP,853770
154.2,TCP,98818
154.3,TCP,23260
154.4,TCP,750624
154.5,TCP,743725
154.6,TCP,79081
154.7,TCP,2910
154.8,TCP,6725
154.9,TCP,47105
155.0,TCP,166132
155.1,TCP,757725
155.2,TCP,820016
155.3,TCP,809338
155.4,TCP,801712
155.5,TCP,822477
155.6,TCP,764055
155.7,TCP,819881
155.8,TCP,932534
155.9,TCP,877185
156.0,TCP,880179
156.1,TCP,804111
156.2,TCP,949701
156.3,TCP,924077
156.4,TCP,867014
156.5,TCP,819416
156.6,TCP,831581
156.7,TCP,418733
156.8,TCP,3708
156.9,TCP,4706
157.0,TCP,8777
157.1,TCP,72497
157.2,TCP,67961
157.3,TCP,248229
157.4,TCP,1049969
157.5,TCP,1229085
157.6,TCP,964363
157.7,TCP,1064251
157.8,TCP,920556
157.9,TCP,937855
158.0,TCP,1045945
158.1,TCP,1027802
158.2,TCP,903211
158.3,TCP,955303
158.4,TCP,1064111
158.5,TCP,1083299
158.6,TCP,1072647
158.7,TCP,1194611
158.8,TCP,1148795
158.9,TCP,1240695
159.0,TCP,896387
159.1,TCP,1051005
159.2,TCP,955157
159.3,TCP,59407
159.4,TCP,491134
159.5,TCP,291853
159.6,TCP,2963
159.7,TCP,6052
159.8,TCP,6042
159.9,TCP,3517
160.0,TCP,76103
160.1,TCP,64711
160.2,TCP,3563
160.3,TCP,2316
160.4,TCP,1869
160.5,TCP,3341
160.6,TCP,354168
160.7,TCP,213546
160.8,TCP,244
160.9,TCP,34712
161.0,TCP,740982
161.1,TCP,939019
161.2,TCP,1072257
161.3,TCP,902085
161.4,TCP,928179
161.5,TCP,930999
161.6,TCP,1169473
161.7,TCP,1798
161.9,TCP,521114
162.0,TCP,932429
162.1,TCP,1096105
162.2,TCP,1230230
162.3,TCP,1121328
162.4,TCP,1184503
162.5,TCP,1066124
162.6,TCP,749618
162.7,TCP,8115
162.8,TCP,4598
162.9,TCP,4371
163.0,TCP,7422
163.1,TCP,1977
163.2,TCP,138305
163.3,TCP,4379
163.4,TCP,20518
163.5,TCP,594679
163.6,TCP,937991
163.7,TCP,960267
163.8,TCP,947449
163.9,TCP,1203839
164.0,TCP,824788
164.1,TCP,1018713
164.2,TCP,870790
164.3,TCP,791637
164.4,TCP,905191
164.5,TCP,991638
164.6,TCP,1168387
164.7,TCP,1010911
164.8,TCP,1125995
164.9,TCP,1011644
165.0,TCP,1157743
165.1,TCP,1250602
165.2,TCP,1382789
165.3,TCP,787026
165.4,TCP,11314
165.5,TCP,3405
165.6,TCP,5859
165.7,TCP,7532
165.8,TCP,1923
165.9,TCP,75131
166.0,TCP,5573
166.1,TCP,1881
166.2,TCP,146155
166.3,TCP,658085
166.4,TCP,605203
166.5,TCP,818287
166.6,TCP,838161
166.7,TCP,390235
166.8,TCP,2386
166.9,TCP,379291
167.0,TCP,762137
167.1,TCP,1143453
167.2,TCP,1001262
167.3,TCP,986511
167.4,TCP,750146
167.5,TCP,677114
167.6,TCP,752237
167.7,TCP,991716
167.8,TCP,904802
167.9,TCP,865646
168.0,TCP,115852
168.1,TCP,2664
168.2,TCP,6812
168.3,TCP,7127
168.4,TCP,127665
168.5,TCP,5098
168.6,TCP,2334
168.7,TCP,172267
168.8,TCP,826119
168.9,TCP,890337
169.0,TCP,1007902
169.1,TCP,995735
169.2,TCP,916851
169.3,TCP,1156591
169.4,TCP,837177
169.5,TCP,347578
169.6,TCP,434712
169.7,TCP,1112491
169.8,TCP,1092513
169.9,TCP,1133967
170.0,TCP,796476
170.1,TCP,2113
170.2,TCP,2342
170.3,TCP,3299
170.4,TCP,1933
170.5,TCP,2438
170.6,TCP,3309
170.7,TCP,1917
170.8,TCP,2384
170.9,TCP,1921
171.0,TCP,3327
171.1,TCP,1907
171.2,TCP,37435
171.3,TCP,841399
171.4,TCP,732619
171.5,TCP,765409
171.6,TCP,1000051
171.7,TCP,883118
171.8,TCP,890862
171.9,TCP,708314
172.0,TCP,737266
172.1,TCP,1089831
172.2,TCP,35270
172.3,TCP,6323
172.4,TCP,1832
172.5,TCP,2328
172.6,TCP,2234
172.7,TCP,33194
172.8,TCP,501075
172.9,TCP,190211
173.0,TCP,1899
173.1,TCP,4681
173.2,TCP,103433
173.3,TCP,740723
173.4,TCP,814131
173.5,TCP,802034
173.6,TCP,802481
173.7,TCP,673193
173.8,TCP,852295
173.9,TCP,756928
174.0,TCP,792645
174.1,TCP,903717
174.2,TCP,965514
174.3,TCP,935675
174.4,TCP,821213
174.5,TCP,792908
174.6,TCP,899493
174.7,TCP,972980
174.8,TCP,933928
174.9,TCP,939769
175.0,TCP,934335
175.1,TCP,1020479
175.2,TCP,936652
175.3,TCP,946321
175.4,TCP,822449
175.5,TCP,910874
175.6,TCP,909099
175.7,TCP,905593
175.8,TCP,953940
175.9,TCP,986754
176.0,TCP,845166
176.1,TCP,346975
